,PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,first_name,Mr,second_name
417,418,2,0,18.0,0,2,224,13.0,0,3,726,9,729
418,419,2,1,30.0,0,0,307,13.0,0,3,496,12,1107
419,420,3,0,10.0,0,2,425,24.15,0,3,811,9,184
420,421,3,1,29.881137667304014,0,0,537,7.8958,0,1,277,12,981
421,422,3,1,21.0,0,0,732,7.7333,0,2,140,12,237
422,423,3,1,29.0,0,0,346,7.875,0,3,867,12,698
423,424,3,0,28.0,1,1,457,14.4,0,3,189,13,347
424,425,3,1,18.0,1,1,632,20.2125,0,3,681,12,1051
425,426,3,1,29.881137667304014,0,0,717,7.25,0,3,855,12,889
426,427,2,0,28.0,1,0,128,26.0,0,3,151,13,212
427,428,2,0,19.0,0,0,226,26.0,0,3,642,9,676
428,429,3,1,29.881137667304014,0,0,598,7.75,0,2,252,12,544
429,430,3,1,32.0,0,0,884,8.05,148,3,643,12,153
430,431,1,1,28.0,0,0,5,26.55,93,3,83,12,791
431,432,3,0,29.881137667304014,1,0,654,16.1,0,3,791,13,869
432,433,2,0,42.0,1,0,856,26.0,0,3,464,13,193
433,434,3,1,17.0,0,0,900,7.125,0,3,389,12,826
434,435,1,1,50.0,1,0,93,55.9,162,3,728,12,1089
435,436,1,0,14.0,1,2,43,120.0,61,3,131,9,724
436,437,3,0,21.0,2,2,924,34.375,0,3,255,9,247
437,438,2,0,24.0,2,3,321,18.75,0,3,666,13,964
438,439,1,1,64.0,1,4,123,263.0,81,3,257,12,771
439,440,2,1,31.0,0,0,749,10.5,0,3,418,12,582
440,441,2,0,45.0,1,1,782,26.25,0,3,319,13,151
441,442,3,1,20.0,0,0,422,9.5,0,3,308,12,702
442,443,3,1,25.0,1,0,453,7.775,0,3,639,12,580
443,444,2,0,28.0,0,0,148,13.0,0,3,661,14,327
444,445,3,1,29.881137667304014,0,0,683,8.1125,0,3,378,12,155
445,446,1,1,4.0,0,2,398,81.8583,15,3,211,8,1066
446,447,2,0,13.0,0,1,217,19.5,0,3,516,9,733
447,448,1,1,34.0,0,0,59,26.55,0,3,717,12,387
448,449,3,0,5.0,2,1,260,19.2583,0,1,44,9,760
449,450,1,1,52.0,0,0,52,30.5,64,3,641,7,120
450,451,2,1,36.0,1,2,768,27.75,0,3,836,12,287
451,452,3,1,29.881137667304014,1,0,680,19.9667,0,3,304,12,529
452,453,1,1,30.0,0,0,31,27.75,68,1,256,12,152
453,454,1,1,49.0,1,0,108,89.1042,113,1,288,12,947
454,455,3,1,29.881137667304014,0,0,726,8.05,0,3,624,12,635
455,456,3,1,29.0,0,0,523,7.8958,0,1,369,12,535
456,457,1,1,65.0,0,0,95,26.55,159,3,523,12,373
457,458,1,0,29.881137667304014,1,0,110,51.8625,125,3,404,13,401
458,459,2,0,50.0,0,0,783,10.5,0,3,796,9,308
459,460,3,1,29.881137667304014,0,0,644,7.75,0,2,584,12,790
460,461,1,1,48.0,0,0,124,26.55,150,3,20,12,464
461,462,3,1,34.0,0,0,590,8.05,0,3,540,12,1073
462,463,1,1,47.0,0,0,9,38.5,170,3,275,12,122
463,464,2,1,48.0,0,0,155,13.0,0,3,524,12,539
464,465,3,1,29.881137667304014,0,0,737,8.05,0,3,481,12,972
465,466,3,1,38.0,0,0,875,7.05,0,3,291,12,742
466,467,2,1,29.881137667304014,0,0,178,0.0,0,3,121,12,1073
467,468,1,1,56.0,0,0,58,26.55,0,3,745,12,619
468,469,3,1,29.881137667304014,0,0,580,7.725,0,2,711,12,544
469,470,3,0,0.75,2,1,260,19.2583,0,1,44,9,476
470,471,3,1,29.881137667304014,0,0,368,7.25,0,3,399,12,118
471,472,3,1,38.0,0,0,353,8.6625,0,3,115,12,728
472,473,2,0,33.0,1,2,768,27.75,0,3,836,13,288
473,474,2,0,23.0,0,0,857,13.7917,118,1,377,13,87
474,475,3,0,22.0,0,0,698,9.8375,0,3,770,9,523
475,476,1,1,29.881137667304014,0,0,2,52.0,3,3,153,12,424
476,477,2,1,34.0,1,0,339,21.0,0,3,659,12,881
477,478,3,1,29.0,1,0,434,7.0458,0,3,100,12,711
478,479,3,1,22.0,0,0,562,7.5208,0,3,393,12,830
479,480,3,0,2.0,0,1,338,12.2875,0,3,342,9,506
480,481,3,1,9.0,5,2,775,46.9,0,3,292,8,462
481,482,2,1,29.881137667304014,0,0,179,0.0,0,3,264,12,107
482,483,3,1,50.0,0,0,729,8.05,0,3,688,12,913
483,484,3,0,63.0,0,0,672,9.5875,0,3,808,13,8
484,485,1,1,25.0,1,0,82,91.0792,43,1,80,12,244
485,486,3,0,29.881137667304014,3,1,671,25.4667,0,3,434,9,565
486,487,1,0,35.0,1,0,121,90.0,114,3,356,13,399
487,488,1,1,58.0,0,0,78,29.7,36,1,403,12,272
488,489,3,1,30.0,0,0,710,8.05,0,3,752,12,374
489,490,3,1,9.0,1,1,769,15.9,0,3,175,8,253
490,491,3,1,29.881137667304014,1,0,681,19.9667,0,3,304,12,685
491,492,3,1,21.0,0,0,890,7.25,0,3,853,12,289
492,493,1,1,55.0,0,0,53,30.5,83,3,534,12,467
493,494,1,1,71.0,0,0,825,49.5042,0,1,30,12,899
494,495,3,1,21.0,0,0,713,8.05,0,3,760,12,279
495,496,3,1,29.881137667304014,0,0,235,14.4583,0,1,863,12,431
496,497,1,0,54.0,1,0,627,78.2667,124,1,240,9,306
497,498,3,1,29.881137667304014,0,0,773,15.1,0,3,721,12,402
498,499,1,0,25.0,1,2,49,151.55,80,3,16,13,513
499,500,3,1,24.0,0,0,550,7.7958,0,3,779,12,846
500,501,3,1,17.0,0,0,350,8.6625,0,3,119,12,876
501,502,3,0,21.0,0,0,594,7.75,0,2,122,9,777
502,503,3,0,29.881137667304014,0,0,374,7.6292,0,2,590,9,170
503,504,3,0,37.0,0,0,673,9.5875,0,3,421,9,687
504,505,1,0,16.0,0,0,0,86.5,56,3,480,9,927
505,506,1,1,18.0,1,0,834,108.9,99,1,627,12,1047
506,507,2,0,33.0,0,2,239,26.0,0,3,652,13,393
507,508,1,1,29.881137667304014,0,0,13,26.55,0,3,96,12,405
508,509,3,1,28.0,0,0,743,22.525,0,3,594,12,491
509,510,3,1,26.0,0,0,104,56.4958,0,3,427,12,362
510,511,3,1,29.0,0,0,658,7.75,0,2,188,12,357
511,512,3,1,29.881137667304014,0,0,889,8.05,0,3,831,12,544
512,513,1,1,36.0,0,0,791,26.2875,154,3,507,12,553
513,514,1,0,54.0,1,0,819,59.4,0,1,687,13,776
514,515,3,1,24.0,0,0,492,7.4958,0,3,157,12,955
515,516,1,1,47.0,0,0,629,34.0208,139,3,825,12,1083
516,517,2,0,34.0,0,0,766,10.5,182,3,439,13,2
517,518,3,1,29.881137667304014,0,0,646,24.15,0,2,692,12,857
518,519,2,0,36.0,1,0,142,26.0,0,3,26,13,1081
519,520,3,1,32.0,0,0,525,7.8958,0,3,618,12,986
520,521,1,0,30.0,0,0,86,93.5,53,3,631,9,102
521,522,3,1,22.0,0,0,535,7.8958,0,3,822,12,560
522,523,3,1,29.881137667304014,0,0,232,7.225,0,1,419,12,954
523,524,1,0,44.0,0,1,10,57.9792,25,1,341,13,720
524,525,3,1,29.881137667304014,0,0,295,7.2292,0,1,396,12,363
525,526,3,1,40.5,0,0,614,7.75,0,2,244,12,544
526,527,2,0,50.0,0,0,919,10.5,0,3,667,9,725
527,528,1,1,29.881137667304014,0,0,797,221.7792,115,3,245,12,592
528,529,3,1,39.0,0,0,336,7.925,0,3,705,12,587
529,530,2,1,23.0,2,1,319,11.5,0,3,343,12,912
530,531,2,0,2.0,1,1,239,26.0,0,3,652,9,890
531,532,3,1,29.881137667304014,0,0,240,7.2292,0,1,800,12,812
532,533,3,1,17.0,1,1,285,7.2292,0,1,234,12,644
533,534,3,0,29.881137667304014,0,2,262,22.3583,0,1,634,13,185
534,535,3,0,30.0,0,0,348,8.6625,0,3,115,9,762
535,536,2,0,7.0,0,2,782,26.25,0,3,319,9,359
536,537,1,1,45.0,0,0,30,26.55,37,3,112,7,116
537,538,1,0,30.0,0,0,837,106.425,0,1,431,9,157
538,539,3,1,29.881137667304014,0,0,587,14.5,0,3,672,12,944
539,540,1,0,22.0,0,2,97,49.5,38,1,262,9,470
540,541,1,0,36.0,0,2,928,71.0,28,3,180,9,463
541,542,3,0,9.0,4,2,459,31.275,0,3,21,9,528
542,543,3,0,11.0,4,2,459,31.275,0,3,21,9,969
543,544,2,1,32.0,1,0,317,26.0,0,3,62,12,267
544,545,1,1,50.0,1,0,837,106.425,108,1,216,12,1059
545,546,1,1,64.0,0,0,686,26.0,0,3,568,12,119
546,547,2,0,19.0,1,0,317,26.0,0,3,62,13,268
547,548,2,1,29.881137667304014,0,0,860,13.8625,0,1,605,12,655
548,549,3,1,33.0,1,1,583,20.525,0,3,290,12,379
549,550,2,1,8.0,1,1,763,36.75,0,3,195,8,621
550,551,1,1,17.0,0,2,107,110.8833,102,1,786,12,599
551,552,2,1,27.0,0,0,196,26.0,0,3,718,12,870
552,553,3,1,29.881137667304014,0,0,390,7.8292,0,2,582,12,1031
553,554,3,1,22.0,0,0,228,7.225,0,1,433,12,361
554,555,3,0,22.0,0,0,461,7.775,0,3,592,9,1044
555,556,1,1,62.0,0,0,68,26.55,0,3,858,12,404
556,557,1,0,48.0,1,0,73,39.6,4,1,224,6,12
557,558,1,1,29.881137667304014,0,0,833,227.525,0,1,673,12,1045
558,559,1,0,39.0,1,1,1,79.65,171,3,783,13,318
559,560,3,0,36.0,1,0,416,17.4,0,3,869,13,442
560,561,3,1,29.881137667304014,0,0,648,7.75,0,2,541,12,1022
561,562,3,1,40.0,0,0,534,7.8958,0,3,735,12,519
562,563,2,1,28.0,0,0,134,13.5,0,3,575,12,922
563,564,3,1,29.881137667304014,0,0,892,8.05,0,3,729,12,592
564,565,3,0,29.881137667304014,0,0,885,8.05,0,3,514,9,15
565,566,3,1,24.0,2,0,714,24.15,0,3,195,12,68
566,567,3,1,19.0,0,0,488,7.8958,0,3,769,12,526
567,568,3,0,29.0,0,4,541,21.075,0,3,608,13,829
568,569,3,1,29.881137667304014,0,0,281,7.2292,0,1,212,12,999
569,570,3,1,32.0,0,0,572,7.8542,0,3,386,12,173
570,571,2,1,62.0,0,0,850,10.5,0,3,317,12,404
571,572,1,0,53.0,2,0,76,51.4792,62,3,27,13,273
572,573,1,1,36.0,0,0,792,26.3875,154,3,252,12,613
573,574,3,0,29.881137667304014,0,0,101,7.75,0,2,401,9,777
574,575,3,1,16.0,0,0,716,8.05,0,3,691,12,67
575,576,3,1,19.0,0,0,577,14.5,0,3,616,12,404
576,577,2,0,34.0,0,0,190,13.0,0,3,272,9,353
577,578,1,0,39.0,1,0,93,55.9,162,3,728,13,1090
578,579,3,0,29.881137667304014,1,0,284,14.4583,0,1,125,13,637
579,580,3,1,32.0,0,0,904,7.925,0,3,388,12,293
580,581,2,0,25.0,1,1,175,30.0,0,3,148,9,656
581,582,1,0,39.0,1,1,107,110.8833,100,1,786,13,598
582,583,2,1,54.0,0,0,308,26.0,0,3,218,12,1105
583,584,1,1,36.0,0,0,87,40.125,1,1,684,12,612
584,585,3,1,29.881137667304014,0,0,401,8.7125,0,1,617,12,1040
585,586,1,0,18.0,0,2,1,79.65,172,3,783,9,933
586,587,2,1,47.0,0,0,168,15.0,0,3,372,12,604
587,588,1,1,60.0,1,1,96,79.2,40,1,263,12,794
588,589,3,1,22.0,0,0,103,8.05,0,3,282,12,296
589,590,3,1,29.881137667304014,0,0,707,8.05,0,3,549,12,635
590,591,3,1,35.0,0,0,899,7.125,0,3,670,12,787
591,592,1,0,52.0,1,0,627,78.2667,124,1,764,13,1057
592,593,3,1,47.0,0,0,730,7.25,0,3,235,12,1105
593,594,3,0,29.881137667304014,0,2,595,7.75,0,2,91,9,777
594,595,2,1,37.0,1,0,855,26.0,0,3,139,12,610
595,596,3,1,36.0,1,1,425,24.15,0,3,811,12,561
596,597,2,0,29.881137667304014,0,0,207,33.0,0,3,437,9,573
597,598,3,1,49.0,0,0,787,0.0,0,3,382,12,60
598,599,3,1,29.881137667304014,0,0,258,7.225,0,1,90,12,450
599,600,1,1,49.0,1,0,798,56.9292,7,1,224,16,228
600,601,2,0,24.0,2,1,189,27.0,0,3,368,13,968
601,602,3,1,29.881137667304014,0,0,497,7.8958,0,3,740,12,877
602,603,1,1,29.881137667304014,0,0,61,42.4,0,3,316,12,203
603,604,3,1,44.0,0,0,591,8.05,0,3,797,12,350
604,605,1,1,35.0,0,0,12,26.55,0,1,350,12,465
605,606,3,1,36.0,1,0,542,15.55,0,3,451,12,264
606,607,3,1,30.0,0,0,529,7.8958,0,3,392,12,802
607,608,1,1,27.0,0,0,66,30.5,0,3,190,12,926
608,609,2,0,22.0,1,2,868,41.5792,0,1,428,13,636
609,610,1,0,40.0,0,0,805,153.4625,73,3,725,9,307
610,611,3,0,39.0,1,5,459,31.275,0,3,21,13,90
611,612,3,1,29.881137667304014,0,0,874,7.05,0,3,371,12,631
612,613,3,0,29.881137667304014,1,0,612,15.5,0,2,550,9,750
613,614,3,1,29.881137667304014,0,0,643,7.75,0,2,353,12,592
614,615,3,1,35.0,0,0,592,8.05,0,3,103,12,1082
615,616,2,0,24.0,1,2,138,65.0,0,3,335,9,73
616,617,3,1,34.0,1,1,457,14.4,0,3,189,12,346
617,618,3,0,26.0,1,0,734,16.1,0,3,459,13,1085
618,619,2,0,4.0,2,1,146,39.0,184,3,66,9,767
619,620,2,1,26.0,0,0,340,10.5,0,3,274,12,694
620,621,3,1,27.0,1,0,253,14.4542,0,1,859,12,110
621,622,1,1,42.0,1,0,72,52.5542,123,3,408,12,284
622,623,3,1,20.0,1,1,247,15.7417,0,1,555,12,935
623,624,3,1,21.0,0,0,547,7.8542,0,3,310,12,485
624,625,3,1,21.0,0,0,678,16.1,0,3,92,12,239
625,626,1,1,61.0,0,0,628,32.3208,143,3,778,12,390
626,627,2,1,57.0,0,0,135,12.35,0,2,411,15,207
627,628,1,0,21.0,0,0,92,77.9583,147,3,462,9,439
628,629,3,1,26.0,0,0,507,7.8958,0,3,88,12,440
629,630,3,1,29.881137667304014,0,0,392,7.7333,0,2,583,12,858
630,631,1,1,80.0,0,0,296,30.0,9,3,55,12,71
631,632,3,1,51.0,0,0,478,7.0542,0,3,467,12,586
632,633,1,1,32.0,0,0,90,30.5,45,1,757,4,793
633,634,1,1,29.881137667304014,0,0,17,0.0,0,3,612,12,1103
634,635,3,0,9.0,3,2,464,27.9,0,3,739,9,730
635,636,2,0,28.0,0,0,169,13.0,0,3,196,9,777
636,637,3,1,32.0,0,0,908,7.925,0,3,436,12,112
637,638,2,1,31.0,1,1,761,26.25,0,3,162,12,468
638,639,3,0,41.0,0,5,335,39.6875,0,3,609,13,651
639,640,3,1,29.881137667304014,1,0,654,16.1,0,3,791,12,868
640,641,3,1,20.0,0,0,558,7.8542,0,3,375,12,458
641,642,1,0,24.0,0,0,795,69.3,34,1,701,10,326
642,643,3,0,2.0,3,2,464,27.9,0,3,739,9,753
643,644,3,1,29.881137667304014,0,0,104,56.4958,0,3,254,12,215
644,645,3,0,0.75,2,1,260,19.2583,0,1,44,9,358
645,646,1,1,48.0,1,0,803,76.7292,130,1,315,12,495
646,647,3,1,19.0,0,0,514,7.8958,0,3,169,12,718
647,648,1,1,56.0,0,0,89,35.5,11,1,730,1,840
648,649,3,1,29.881137667304014,0,0,845,7.55,0,3,849,12,267
649,650,3,0,23.0,0,0,777,7.55,0,3,760,9,88
650,651,3,1,29.881137667304014,0,0,504,7.8958,0,3,530,12,807
651,652,2,0,18.0,0,1,149,23.0,0,3,213,9,315
652,653,3,1,21.0,0,0,702,8.4333,0,3,390,12,590
653,654,3,0,29.881137667304014,0,0,377,7.8292,0,2,589,9,454
654,655,3,0,18.0,0,0,603,6.75,0,2,328,9,453
655,656,2,1,24.0,2,0,847,73.5,0,3,337,12,705
656,657,3,1,29.881137667304014,0,0,506,7.8958,0,3,653,12,48
657,658,3,0,32.0,1,1,596,15.5,0,2,91,13,594
658,659,2,1,23.0,0,0,326,13.0,0,3,231,12,417
659,660,1,1,58.0,0,2,573,113.275,141,1,565,12,127
660,661,1,1,50.0,2,0,827,133.65,0,3,261,4,497
661,662,3,1,40.0,0,0,231,7.225,0,1,46,12,809
662,663,1,1,47.0,0,0,679,25.5875,168,3,161,12,278
663,664,3,1,36.0,0,0,493,7.4958,0,3,157,12,864
664,665,3,1,20.0,1,0,903,7.925,0,3,452,12,292
665,666,2,1,32.0,2,0,847,73.5,0,3,337,12,710
666,667,2,1,25.0,0,0,157,13.0,0,3,111,12,903
667,668,3,1,29.881137667304014,0,0,343,7.775,0,3,679,12,684
668,669,3,1,43.0,0,0,727,8.05,0,3,168,12,538
669,670,1,0,29.881137667304014,1,0,127,52.0,74,3,784,13,314
670,671,2,0,40.0,1,1,325,39.0,0,3,104,13,1024
671,672,1,1,31.0,1,0,779,52.0,52,3,194,12,1027
672,673,2,1,70.0,0,0,752,10.5,0,3,529,12,492
673,674,2,1,31.0,0,0,192,13.0,0,3,845,12,190
674,675,2,1,29.881137667304014,0,0,181,0.0,0,3,829,12,329
675,676,3,1,18.0,0,0,544,7.775,0,3,230,12,445
676,677,3,1,24.5,0,0,407,8.05,0,3,710,12,392
677,678,3,0,18.0,0,0,676,9.8417,0,3,807,9,101
678,679,3,0,43.0,1,6,775,46.9,0,3,292,13,391
679,680,1,1,36.0,0,1,831,512.3292,46,1,127,12,1010
680,681,3,0,29.881137667304014,0,0,383,8.1375,0,2,635,9,680
681,682,1,1,27.0,0,0,803,76.7292,142,1,320,12,449
682,683,3,1,20.0,0,0,684,9.225,0,3,596,12,1026
683,684,3,1,14.0,5,2,775,46.9,0,3,292,12,197
684,685,2,1,60.0,1,1,325,39.0,0,3,104,12,1023
685,686,2,1,25.0,1,2,868,41.5792,0,1,428,12,646
686,687,3,1,14.0,4,1,335,39.6875,0,3,609,12,537
687,688,3,1,19.0,0,0,511,10.1708,0,3,187,12,167
688,689,3,1,18.0,0,0,551,7.7958,0,3,249,12,252
689,690,1,0,15.0,0,1,187,211.3375,44,3,475,9,428
690,691,1,1,31.0,1,0,113,57.0,27,3,207,12,40
691,692,3,0,4.0,0,1,539,13.4167,0,1,395,9,736
692,693,3,1,29.881137667304014,0,0,104,56.4958,0,3,423,12,72
693,694,3,1,25.0,0,0,267,7.225,0,1,694,12,682
694,695,1,1,60.0,0,0,63,26.55,0,3,832,1,592
695,696,2,1,52.0,0,0,208,13.5,0,3,139,12,205
696,697,3,1,44.0,0,0,585,8.05,0,3,401,12,544
697,698,3,0,29.881137667304014,0,0,576,7.7333,0,2,547,9,679
698,699,1,1,49.0,1,1,107,110.8833,100,1,786,12,597
699,700,3,1,42.0,0,0,479,7.65,179,3,357,12,31
700,701,1,0,18.0,1,0,833,227.525,98,1,37,13,615
701,702,1,1,35.0,0,0,793,26.2875,153,3,727,12,980
702,703,3,0,18.0,0,1,286,14.4542,0,1,53,9,937
703,704,3,1,25.0,0,0,620,7.7417,0,2,270,12,775
704,705,3,1,26.0,1,0,545,7.8542,0,3,310,12,480
705,706,2,1,39.0,0,0,226,26.0,0,3,540,12,494
706,707,2,0,45.0,0,0,140,13.5,0,3,401,13,369
707,708,1,1,42.0,0,0,794,26.2875,153,3,117,12,277
708,709,1,0,22.0,0,0,49,151.55,0,3,152,9,73
709,710,3,1,29.881137667304014,1,1,255,15.2458,0,1,543,8,448
710,711,1,0,24.0,0,0,796,49.5042,111,1,498,10,160
711,712,1,1,29.881137667304014,0,0,26,26.55,72,3,412,12,503
712,713,1,1,48.0,1,0,127,52.0,74,3,784,12,313
713,714,3,1,29.0,0,0,694,9.4833,0,3,429,12,136
714,715,2,1,52.0,0,0,219,13.0,0,3,296,12,940
715,716,3,1,19.0,0,0,482,7.65,180,3,751,12,878
716,717,1,0,38.0,0,0,833,227.525,87,1,239,9,183
717,718,2,0,27.0,0,0,403,10.5,149,3,804,9,286
718,719,3,1,29.881137667304014,0,0,606,15.5,0,2,506,12,798
719,720,3,1,33.0,0,0,439,7.775,0,3,382,12,735
720,721,2,0,6.0,0,1,207,33.0,0,3,315,9,105
721,722,3,1,17.0,1,0,557,7.0542,0,3,375,12,998
722,723,2,1,34.0,0,0,84,13.0,0,3,284,12,1102
723,724,2,1,50.0,0,0,216,13.0,0,3,344,12,493
724,725,1,1,27.0,1,0,67,53.1,174,3,138,12,837
725,726,3,1,20.0,0,0,358,8.6625,0,3,598,12,728
726,727,2,0,30.0,3,0,339,21.0,0,3,659,13,882
727,728,3,0,29.881137667304014,0,0,622,7.7375,0,2,488,9,752
728,729,2,1,25.0,1,0,162,26.0,0,3,105,12,689
729,730,3,0,25.0,1,0,912,7.925,0,3,364,9,892
730,731,1,0,29.0,0,0,187,211.3375,44,3,15,9,300
731,732,3,1,11.0,0,0,294,18.7875,0,1,321,12,510
732,733,2,1,29.881137667304014,0,0,180,0.0,0,3,414,12,923
733,734,2,1,23.0,0,0,311,13.0,0,3,73,12,1107
734,735,2,1,23.0,0,0,152,13.0,0,3,802,12,810
735,736,3,1,28.5,0,0,678,16.1,0,3,850,12,709
736,737,3,0,48.0,1,3,924,34.375,0,3,255,13,270
737,738,1,1,35.0,0,0,831,512.3292,22,1,443,12,447
738,739,3,1,29.881137667304014,0,0,484,7.8958,0,3,367,12,662
739,740,3,1,29.881137667304014,0,0,501,7.8958,0,3,557,12,805
740,741,1,1,29.881137667304014,0,0,106,30.0,138,3,322,12,1062
741,742,1,1,36.0,1,0,118,78.85,88,3,135,12,1037
742,743,1,0,21.0,2,2,824,262.375,48,1,693,9,996
743,744,3,1,24.0,1,0,655,16.1,0,3,512,12,815
744,745,3,1,31.0,0,0,905,7.925,0,3,771,12,653
745,746,1,1,70.0,1,1,928,71.0,28,3,180,0,274
746,747,3,1,16.0,1,1,753,20.25,0,3,1,12,932
747,748,2,0,30.0,0,0,220,13.0,0,3,732,9,97
748,749,1,1,19.0,1,0,45,53.1,129,3,493,12,234
749,750,3,1,31.0,0,0,395,7.75,0,2,165,12,798
750,751,2,0,4.0,1,1,318,23.0,0,3,834,9,574
751,752,3,1,6.0,0,1,669,12.475,151,3,536,8,797
752,753,3,1,33.0,0,0,431,9.5,0,3,813,12,591
753,754,3,1,23.0,0,0,487,7.8958,0,3,385,12,691
754,755,2,0,48.0,1,2,138,65.0,0,3,335,13,943
755,756,2,1,0.67,1,1,221,14.5,0,3,307,8,1052
756,757,3,1,28.0,0,0,552,7.7958,0,3,128,12,135
757,758,2,1,18.0,0,0,323,11.5,0,3,47,12,872
758,759,3,1,34.0,0,0,584,8.05,0,3,787,12,1019
759,760,1,0,33.0,0,0,0,86.5,54,3,686,17,1125
760,761,3,1,29.881137667304014,0,0,577,14.5,0,3,271,12,592
761,762,3,1,41.0,0,0,886,7.125,0,3,573,12,525
762,763,3,1,20.0,0,0,257,7.2292,0,1,52,12,451
763,764,1,0,36.0,1,2,43,120.0,61,3,131,13,1097
764,765,3,1,16.0,0,0,451,7.775,0,3,232,12,456
765,766,1,0,51.0,1,0,92,77.9583,120,3,345,13,602
766,767,1,1,29.881137667304014,0,0,24,39.6,0,1,101,4,124
767,768,3,0,30.5,0,0,597,7.75,0,2,486,9,777
768,769,3,1,29.881137667304014,1,0,646,24.15,0,2,538,12,233
769,770,3,1,32.0,0,0,701,8.3625,0,3,298,12,232
770,771,3,1,24.0,0,0,432,9.5,0,3,447,12,906
771,772,3,1,48.0,0,0,556,7.8542,0,3,375,12,824
772,773,2,0,57.0,0,0,844,10.5,173,3,473,13,17
773,774,3,1,29.881137667304014,0,0,269,7.225,0,1,234,12,243
774,775,2,0,54.0,1,3,320,23.0,0,3,343,13,303
775,776,3,1,18.0,0,0,455,7.75,0,3,551,12,863
776,777,3,1,29.881137667304014,0,0,661,7.75,183,2,793,12,930
777,778,3,0,5.0,0,0,593,12.475,0,3,236,9,1054
778,779,3,1,29.881137667304014,0,0,621,7.7375,0,2,407,12,1014
779,780,1,0,43.0,0,1,187,211.3375,32,3,674,13,280
780,781,3,0,13.0,0,0,282,7.2292,0,1,41,9,143
781,782,1,0,17.0,1,0,113,57.0,27,3,207,13,41
782,783,1,1,29.0,0,0,36,30.0,145,3,461,12,804
783,784,3,1,29.881137667304014,1,2,923,23.45,0,3,383,12,94
784,785,3,1,25.0,0,0,881,7.05,0,3,14,12,1073
785,786,3,1,25.0,0,0,651,7.25,0,3,314,12,22
786,787,3,0,18.0,0,0,328,7.4958,0,3,737,9,101
787,788,3,1,8.0,4,1,659,29.125,0,2,664,8,420
788,789,3,1,1.0,1,2,750,20.575,0,3,199,8,163
789,790,1,1,46.0,0,0,810,79.2,58,1,300,12,148
790,791,3,1,29.881137667304014,0,0,85,7.75,0,2,398,12,93
791,792,2,1,16.0,0,0,182,26.0,0,3,273,12,60
792,793,3,0,29.881137667304014,8,2,778,69.55,0,3,700,9,987
793,794,1,1,29.881137667304014,0,0,817,30.6958,0,1,356,12,1098
794,795,3,1,25.0,0,0,486,7.8958,0,3,193,12,919
795,796,2,1,39.0,0,0,304,13.0,0,3,602,12,908
796,797,1,0,49.0,0,0,111,25.9292,122,3,432,4,74
797,798,3,0,31.0,0,0,527,8.6833,0,3,600,13,744
798,799,3,1,30.0,0,0,280,7.2292,0,1,360,12,1124
799,800,3,0,30.0,1,1,425,24.15,0,3,811,13,562
800,801,2,1,34.0,0,0,219,13.0,0,3,647,12,775
801,802,2,0,31.0,1,1,761,26.25,0,3,162,13,469
802,803,1,1,11.0,1,2,43,120.0,61,3,131,8,1117
803,804,3,1,0.42,0,1,233,8.5167,0,1,788,8,130
804,805,3,1,27.0,0,0,465,6.975,0,3,326,12,852
805,806,3,1,31.0,0,0,440,7.775,0,3,380,12,671
806,807,1,1,39.0,0,0,15,0.0,16,3,24,12,1017
807,808,3,0,18.0,0,0,463,7.775,0,3,640,9,310
808,809,2,1,39.0,0,0,205,13.0,0,3,520,12,132
809,810,1,0,33.0,1,0,67,53.1,174,3,138,13,838
810,811,3,1,26.0,0,0,468,7.8875,0,3,12,12,1073
811,812,3,1,39.0,0,0,714,24.15,0,3,442,12,544
812,813,2,1,35.0,0,0,303,10.5,0,3,742,12,914
813,814,3,0,6.0,4,2,459,31.275,0,3,21,9,251
814,815,3,1,30.5,0,0,588,8.05,0,3,795,12,341
815,816,1,1,29.881137667304014,0,0,19,0.0,23,3,265,12,908
816,817,3,0,23.0,0,0,916,7.925,0,3,330,9,1070
817,818,2,1,31.0,1,1,841,37.0042,0,1,484,12,37
818,819,3,1,43.0,0,0,744,6.45,0,3,347,12,606
819,820,3,1,10.0,3,2,464,27.9,0,3,739,8,674
820,821,1,0,52.0,1,1,86,93.5,51,3,323,13,209
821,822,3,1,27.0,0,0,362,8.6625,0,3,466,12,825
822,823,1,1,38.0,0,0,125,0.0,0,3,660,5,607
823,824,3,0,27.0,0,1,669,12.475,151,3,536,13,3
824,825,3,1,2.0,4,1,335,39.6875,0,3,609,8,1039
825,826,3,1,29.881137667304014,0,0,616,6.95,0,2,252,12,592
826,827,3,1,29.881137667304014,0,0,104,56.4958,0,3,423,12,697
827,828,2,1,1.0,0,2,841,37.0042,0,1,484,8,92
828,829,3,1,29.881137667304014,0,0,610,7.75,0,2,501,12,1016
829,830,1,0,62.0,0,0,42,80.0,31,0,767,13,423
830,831,3,0,15.0,1,0,253,14.4542,0,1,859,13,111
831,832,2,1,0.83,1,1,321,18.75,0,3,666,8,425
832,833,3,1,29.881137667304014,0,0,266,7.2292,0,1,694,12,86
833,834,3,1,23.0,0,0,473,7.8542,0,3,40,12,37
834,835,3,1,18.0,0,0,139,8.3,0,3,17,12,854
835,836,1,0,39.0,1,1,832,83.1583,165,1,163,9,951
